amfi_code,date,nav,daily_return,scheme_name,rolling_mean,rolling_std,rolling_sharpe
101206,2022-05-23,297.974,0.0030109785427805,ABSL Frontline Equity Fund - Regular - Growth,-0.0004889350252916828,0.008646986134149876,-0.8976078814897153
101206,2022-05-24,298.6158,0.0021538791975137,ABSL Frontline Equity Fund - Regular - Growth,-0.00046609486542929774,0.00865126838267059,-0.8552533894985003
101206,2022-05-25,298.5909,-8.338473717739436e-05,ABSL Frontline Equity Fund - Regular - Growth,-0.00041709721776451883,0.008640685451411287,-0.7662833118603765
101206,2022-05-26,299.897,0.0043742123420371,ABSL Frontline Equity Fund - Regular - Growth,-0.00032536466670638777,0.00864731193478504,-0.5972958995844884
101206,2022-05-27,300.5925,0.0023191295678182,ABSL Frontline Equity Fund - Regular - Growth,-0.0003042441129283566,0.008651469008757691,-0.5582549690803115
101206,2022-05-30,299.9715,-0.0020659198083783,ABSL Frontline Equity Fund - Regular - Growth,-0.00043169989619386886,0.008591107632728337,-0.7976879921677685
101206,2022-05-31,305.0121,0.0168035963416524,ABSL Frontline Equity Fund - Regular - Growth,-0.0002350002610205055,0.008780845570420897,-0.42484672600776924
101206,2022-06-01,306.2298,0.0039923006333193,ABSL Frontline Equity Fund - Regular - Growth,-0.0002741513507492888,0.008753711790707998,-0.49716256122002916
101206,2022-06-02,308.4807,0.0073503623749222,ABSL Frontline Equity Fund - Regular - Growth,-0.00024412849353914773,0.00877539099134835,-0.44162359203337087
101206,2022-06-03,311.5746,0.0100294767225306,ABSL Frontline Equity Fund - Regular - Growth,-5.264442402650992e-05,0.008809770049288816,-0.0948610824862264
101206,2022-06-06,313.5777,0.0064289579445822,ABSL Frontline Equity Fund - Regular - Growth,9.891246395107117e-05,0.008802560813708006,0.1783783969580581
101206,2022-06-07,319.4995,0.0188846336968477,ABSL Frontline Equity Fund - Regular - Growth,0.00034706576850795007,0.009013687540725934,0.6112368825123013
101206,2022-06-08,320.1327,0.001981849736854,ABSL Frontline Equity Fund - Regular - Growth,0.0004936513730688768,0.00893050399788676,0.8774949999338507
101206,2022-06-09,320.2782,0.0004544990249357,ABSL Frontline Equity Fund - Regular - Growth,0.0005432596682642677,0.008917595399681738,0.967074585785759
101206,2022-06-10,318.613,-0.0051992299194888,ABSL Frontline Equity Fund - Regular - Growth,0.00033038227579474565,0.008821888025238618,0.5945049428211088
101206,2022-06-13,318.0578,-0.001742552877629,ABSL Frontline Equity Fund - Regular - Growth,0.0003083641047542945,0.008824590981942463,0.5547144810054514
101206,2022-06-14,316.1763,-0.005915591442813,ABSL Frontline Equity Fund - Regular - Growth,0.00031179446314897783,0.00882208266548175,0.5610448060434545
101206,2022-06-15,318.2345,0.0065096593261417,ABSL Frontline Equity Fund - Regular - Growth,0.00018897234322205893,0.008654558465181027,0.34661998772984354
101206,2022-06-16,315.8472,-0.0075017007898264,ABSL Frontline Equity Fund - Regular - Growth,0.00019075328731127118,0.00865294107492172,0.3499520606627327
101206,2022-06-17,316.2159,0.0011673366108675,ABSL Frontline Equity Fund - Regular - Growth,0.00029189330104821673,0.008609984114064302,0.5381731768896895
101206,2022-06-20,317.9441,0.0054652533285013,ABSL Frontline Equity Fund - Regular - Growth,0.00022568970357808674,0.008546099288164802,0.4192220162682391
101206,2022-06-21,318.5302,0.0018434058062406,ABSL Frontline Equity Fund - Regular - Growth,0.0001754137369797112,0.008522835101657444,0.3267230580367953
101206,2022-06-22,316.1864,-0.0073581720037848,ABSL Frontline Equity Fund - Regular - Growth,0.00010066436019947896,0.008559407791100173,0.18669482946157206
101206,2022-06-23,318.3056,0.0067023755607453,ABSL Frontline Equity Fund - Regular - Growth,8.754240988488785e-05,0.008548240488979066,0.16257061042583618
101206,2022-06-24,318.2302,-0.0002368792757652,ABSL Frontline Equity Fund - Regular - Growth,4.96662065832434e-05,0.008541969986530654,0.09230032279937195
101206,2022-06-27,310.4293,-0.0245133868501481,ABSL Frontline Equity Fund - Regular - Growth,-0.00011274792488295991,0.008866017892542157,-0.20187392380281152
101206,2022-06-28,307.9076,-0.0081232667148365,ABSL Frontline Equity Fund - Regular - Growth,2.385410971490453e-05,0.008641529204666747,0.04382005121390163
101206,2022-06-29,311.8968,0.0129558348023888,ABSL Frontline Equity Fund - Regular - Growth,0.0002175583956933323,0.00873438443402631,0.39540650974535
101206,2022-06-30,316.1696,0.013699403135909,ABSL Frontline Equity Fund - Regular - Growth,0.0002571642968220012,0.008787778035690976,0.4645493589249364
101206,2022-07-01,317.8039,0.0051690611621104,ABSL Frontline Equity Fund - Regular - Growth,0.000350791718017919,0.008794798247042726,0.6331749439518443
101206,2022-07-04,320.1742,0.0074583729148698,ABSL Frontline Equity Fund - Regular - Growth,0.00038272979096851893,0.008815538306291436,0.6891975131109772
101206,2022-07-05,318.1481,-0.0063281176309646,ABSL Frontline Equity Fund - Regular - Growth,0.0002885813452440057,0.008841711639343665,0.5181221715921883
101206,2022-07-06,317.5828,-0.0017768454377065,ABSL Frontline Equity Fund - Regular - Growth,0.0004279041743629378,0.008706758380800525,0.7801718946242283
101206,2022-07-07,321.2275,0.0114763771841548,ABSL Frontline Equity Fund - Regular - Growth,0.0005894572203643856,0.008775867524011426,1.0662584930744443
101206,2022-07-08,322.6027,0.0042810780521593,ABSL Frontline Equity Fund - Regular - Growth,0.000596052497750959,0.00877844460544749,1.0778720479087882
101206,2022-07-11,322.9541,0.0010892655269156,ABSL Frontline Equity Fund - Regular - Growth,0.0006793290983934634,0.008746769904638069,1.232914005271209
101206,2022-07-12,322.5889,-0.0011308108489719,ABSL Frontline Equity Fund - Regular - Growth,0.0006965175538121134,0.008741617137004712,1.2648544558491162
101206,2022-07-13,326.1157,0.010932800229642,ABSL Frontline Equity Fund - Regular - Growth,0.000773786468226439,0.008801483871876245,1.3956145981264323
101206,2022-07-14,329.5288,0.0104659174642618,ABSL Frontline Equity Fund - Regular - Growth,0.0008772173701537779,0.008860537536258777,1.5716195531087067
101206,2022-07-15,331.5933,0.0062650062756275,ABSL Frontline Equity Fund - Regular - Growth,0.0008379788250272778,0.008828356191109204,1.5067925627149366
101206,2022-07-18,331.9583,0.0011007460042167,ABSL Frontline Equity Fund - Regular - Growth,0.0008067958688718324,0.00882234779851869,1.4517096423159954
101206,2022-07-19,331.0863,-0.0026268359610228,ABSL Frontline Equity Fund - Regular - Growth,0.0008651953279570457,0.008781482091831732,1.5640355347750847
101206,2022-07-20,333.2879,0.0066496257924293,ABSL Frontline Equity Fund - Regular - Growth,0.0009800652345842045,0.008788858175057849,1.7702018813015497
101206,2022-07-21,330.235,-0.0091599485009805,ABSL Frontline Equity Fund - Regular - Growth,0.0008705664662489246,0.008853602058933858,1.5609256125010353
101206,2022-07-22,327.809,-0.007346283707057,ABSL Frontline Equity Fund - Regular - Growth,0.0006512098142090035,0.008809298388745211,1.17349133405868
101206,2022-07-25,323.8076,-0.012206498296264,ABSL Frontline Equity Fund - Regular - Growth,0.0005561763262614424,0.008901906205451657,0.9918129064232072
101206,2022-07-26,327.5233,0.0114750240574958,ABSL Frontline Equity Fund - Regular - Growth,0.0008465160881566422,0.00882600083051209,1.522549856783386
101206,2022-07-27,325.6162,-0.0058227918441222,ABSL Frontline Equity Fund - Regular - Growth,0.0007328079834951101,0.008845464005168188,1.3151335070435948
101206,2022-07-28,326.9471,0.0040873273504205,ABSL Frontline Equity Fund - Regular - Growth,0.0008463231429817646,0.008821938275818205,1.522903807612937
101206,2022-07-29,326.7537,-0.0005915330033513,ABSL Frontline Equity Fund - Regular - Growth,0.0009593185902673168,0.00873630707134535,1.7431519271477691
101206,2022-08-01,335.3841,0.0264125547774976,ABSL Frontline Equity Fund - Regular - Growth,0.0012452142672485247,0.009138870234811317,2.1629767326686222
101206,2022-08-02,336.8675,0.0044229884481703,ABSL Frontline Equity Fund - Regular - Growth,0.0011928326297983222,0.009106580036745842,2.079335040005171
101206,2022-08-03,331.5515,-0.0157806852842735,ABSL Frontline Equity Fund - Regular - Growth,0.0010678791642369935,0.009261883158417106,1.8303033954413095
101206,2022-08-04,335.1792,0.0109415882600441,ABSL Frontline Equity Fund - Regular - Growth,0.0011349287219053657,0.009311697596371267,1.9348174419556778
101206,2022-08-05,334.2091,-0.0028942726756314,ABSL Frontline Equity Fund - Regular - Growth,0.0010299783305846957,0.00930319074082672,1.7575044483740745
101206,2022-08-08,333.7895,-0.0012555014211163,ABSL Frontline Equity Fund - Regular - Growth,0.0009323960573626702,0.009280309732332995,1.5949175161281504
101206,2022-08-09,331.9869,-0.0054004095395451,ABSL Frontline Equity Fund - Regular - Growth,0.0009382190473501124,0.009276122471392683,1.6056025234127695
101206,2022-08-10,332.7317,0.0022434620161218,ABSL Frontline Equity Fund - Regular - Growth,0.001066782259306227,0.009212211358278818,1.8382821136491374
101206,2022-08-11,333.4397,0.0021278405393896,ABSL Frontline Equity Fund - Regular - Growth,0.001180821241382799,0.009160394052420941,2.0463045560987374
101206,2022-08-12,331.718,-0.0051634523423575,ABSL Frontline Equity Fund - Regular - Growth,0.0010398985881972368,0.009159340688174152,1.8022998467450897
101206,2022-08-15,330.4052,-0.0039575784250478,ABSL Frontline Equity Fund - Regular - Growth,0.0009245663935592958,0.009156155069589687,1.602969409758186
101206,2022-08-16,330.8711,0.001410086766189,ABSL Frontline Equity Fund - Regular - Growth,0.0010279443543215023,0.009107867114237004,1.7916500684751564
101206,2022-08-17,324.2724,-0.0199434160311976,ABSL Frontline Equity Fund - Regular - Growth,0.0005895506977700501,0.009157595736379438,1.0219742669144125
101206,2022-08-18,320.3413,-0.012122832532155,ABSL Frontline Equity Fund - Regular - Growth,0.0005541496388657489,0.009200891838340367,0.9560869702514514
101206,2022-08-19,325.2619,0.015360492075171,ABSL Frontline Equity Fund - Regular - Growth,0.0006206666383997501,0.009286610527784777,1.0609659363017805
101206,2022-08-22,326.372,0.0034129420015069,ABSL Frontline Equity Fund - Regular - Growth,0.0005028600523580379,0.009181433560610045,0.8694345827536903
101206,2022-08-23,325.0322,-0.004105131567659,ABSL Frontline Equity Fund - Regular - Growth,0.0004407497204567967,0.009193615560692208,0.7610373588400007
101206,2022-08-24,320.3718,-0.0143382717158484,ABSL Frontline Equity Fund - Regular - Growth,0.0003509111724146456,0.00929866362141244,0.5990691129069382
101206,2022-08-25,320.3779,1.9040377461365665e-05,ABSL Frontline Equity Fund - Regular - Growth,0.00041847172456616744,0.009273606018065924,0.7163376005563624
101206,2022-08-26,323.3404,0.0092468924978907,ABSL Frontline Equity Fund - Regular - Growth,0.0005411468338440387,0.009316936098996148,0.9220241052907384
101206,2022-08-29,331.1254,0.0240767933731758,ABSL Frontline Equity Fund - Regular - Growth,0.0006964581814926907,0.00959053785708036,1.152795708173288
101206,2022-08-30,336.8708,0.0173511304176603,ABSL Frontline Equity Fund - Regular - Growth,0.0010005309465244377,0.009680509459968527,1.6407128619466274
101206,2022-08-31,334.4185,-0.0072796454901997,ABSL Frontline Equity Fund - Regular - Growth,0.0010927346360152376,0.00955959467678476,1.8145774127248167
101206,2022-09-01,333.1313,-0.0038490693547156,ABSL Frontline Equity Fund - Regular - Growth,0.001008679949264761,0.009569524131196258,1.6732595654439493
101206,2022-09-02,329.0057,-0.0123843061279441,ABSL Frontline Equity Fund - Regular - Growth,0.0008081728149245398,0.00965957177080463,1.3281484948117428
101206,2022-09-05,326.7412,-0.0068828594762947,ABSL Frontline Equity Fund - Regular - Growth,0.0005313381697485864,0.009516359399634433,0.8863402064984969
101206,2022-09-06,326.2967,-0.0013604038915202,ABSL Frontline Equity Fund - Regular - Growth,0.0006451918463449041,0.009430410204192614,1.0860718482402603
101206,2022-09-07,325.4097,-0.0027183848319642,ABSL Frontline Equity Fund - Regular - Growth,0.0006224605294833453,0.009436086193809324,1.0471772267491426
101206,2022-09-08,331.5307,0.018810133809779,ABSL Frontline Equity Fund - Regular - Growth,0.0007112350968956996,0.009569743436018454,1.1798129402327184
101206,2022-09-09,327.8762,-0.0110231118867726,ABSL Frontline Equity Fund - Regular - Growth,0.0005711668427769331,0.009648769037178132,0.9397045886108063
101206,2022-09-12,327.9149,0.000118032354895,ABSL Frontline Equity Fund - Regular - Growth,0.000585890089444963,0.009647035954564476,0.9641009816421334
101206,2022-09-13,322.1677,-0.0175264984909193,ABSL Frontline Equity Fund - Regular - Growth,0.00030770563137601866,0.00980481482676018,0.4981915061239769
101206,2022-09-14,323.2759,0.0034398234211558,ABSL Frontline Equity Fund - Regular - Growth,0.0003988031943086975,0.009795294242403918,0.6463107986881894
101206,2022-09-15,319.6381,-0.0112529266796564,ABSL Frontline Equity Fund - Regular - Growth,0.00018424724742215081,0.009837056363324088,0.29732821186914904
101206,2022-09-16,322.928,0.0102925777621629,ABSL Frontline Equity Fund - Regular - Growth,0.00041510184004044977,0.009827664788976152,0.6705089730436933
101206,2022-09-19,322.2665,-0.0020484442352474,ABSL Frontline Equity Fund - Regular - Growth,0.0005345788375956008,0.009730062109728472,0.8721605131513894
101206,2022-09-20,318.4706,-0.0117787607461526,ABSL Frontline Equity Fund - Regular - Growth,0.0004247639256380297,0.009813212702891172,0.687126477642939
101206,2022-09-21,312.7806,-0.0178666413791414,ABSL Frontline Equity Fund - Regular - Growth,0.00046899906294214087,0.009720218651676524,0.7659425760673892
101206,2022-09-22,310.2527,-0.0080820229899168,ABSL Frontline Equity Fund - Regular - Growth,0.00036515851965832747,0.009761466317664707,0.5938361721644839
101206,2022-09-23,311.0688,0.0026304364152189,ABSL Frontline Equity Fund - Regular - Growth,0.0005572242806535164,0.009631797644944403,0.918381132230218
101206,2022-09-26,312.3884,0.0042421483607484,ABSL Frontline Equity Fund - Regular - Growth,0.0005709039452976042,0.009636195060209343,0.9404976875158457
101206,2022-09-27,311.1787,-0.003872422919673,ABSL Frontline Equity Fund - Regular - Growth,0.0005039450328844186,0.00964600432184756,0.829346444582389
101206,2022-09-28,313.8917,0.008718463056758,ABSL Frontline Equity Fund - Regular - Growth,0.000601743341705923,0.009684525528184475,0.9863549209155479
101206,2022-09-29,310.9237,-0.0094554905402086,ABSL Frontline Equity Fund - Regular - Growth,0.00044807997634763744,0.009733588551008797,0.7307735550999959
101206,2022-09-30,303.1565,-0.0249810484051231,ABSL Frontline Equity Fund - Regular - Growth,0.00014474466553717857,0.010093363620619659,0.22764961394965677
101206,2022-10-03,304.0697,0.0030123055253639,ABSL Frontline Equity Fund - Regular - Growth,0.00020116939146764743,0.01009506073866464,0.3163393633778167
101206,2022-10-04,307.7078,0.0119646909902564,ABSL Frontline Equity Fund - Regular - Growth,0.00014740377645213628,0.010018237336432456,0.23357027092132565
101206,2022-10-05,311.4147,0.0120468184426911,ABSL Frontline Equity Fund - Regular - Growth,0.00023689841877848962,0.010088698795653068,0.3727582603669622
101206,2022-10-06,308.0241,-0.0108877326600189,ABSL Frontline Equity Fund - Regular - Growth,3.425291839025519e-05,0.010127304421320746,0.05369130815186101
101206,2022-10-07,306.7062,-0.004278561320364,ABSL Frontline Equity Fund - Regular - Growth,-0.0001247252820863515,0.010080833656989203,-0.1964076126029973
101206,2022-10-10,308.8296,0.006923237939109,ABSL Frontline Equity Fund - Regular - Growth,-0.0001192332821471648,0.010084578141347495,-0.1876895244254077
101206,2022-10-11,307.2848,-0.0050021111965952,ABSL Frontline Equity Fund - Regular - Growth,-0.0003846415587409748,0.009891286340320321,-0.6173105539451437
101206,2022-10-12,307.7292,0.0014462153676328,ABSL Frontline Equity Fund - Regular - Growth,-0.00039059305173232145,0.009890007506558647,-0.6269431512735613
101206,2022-10-13,305.9488,-0.0057856063058039,ABSL Frontline Equity Fund - Regular - Growth,-0.0004599275554072059,0.009905876956957842,-0.7370496956508034
101206,2022-10-14,303.1798,-0.0090505339455491,ABSL Frontline Equity Fund - Regular - Growth,-0.0005027198223634315,0.009934856452263748,-0.8032758010186275
101206,2022-10-17,300.9477,-0.0073622978839619,ABSL Frontline Equity Fund - Regular - Growth,-0.0005651614335449081,0.009960364085645178,-0.9007361121986908
101206,2022-10-18,303.6517,0.0089849498766729,ABSL Frontline Equity Fund - Regular - Growth,-0.00039959986332839813,0.009994210942144874,-0.6347125561522984
101206,2022-10-19,303.8453,0.0006375725872769,ABSL Frontline Equity Fund - Regular - Growth,-0.00046484527153800706,0.00996773062940887,-0.740307919027379
101206,2022-10-20,307.4312,0.011801729366885,ABSL Frontline Equity Fund - Regular - Growth,-0.00025036271424121377,0.01002214652480268,-0.3965602445380866
101206,2022-10-21,309.0048,0.0051185435960956,ABSL Frontline Equity Fund - Regular - Growth,-0.0002064604144053459,0.010037069652923442,-0.3265352922623874
101206,2022-10-24,313.5756,0.0147920032310178,ABSL Frontline Equity Fund - Regular - Growth,-0.00010282985993294034,0.010143866980355166,-0.16092220290016426
101206,2022-10-25,316.0091,0.0077604890176403,ABSL Frontline Equity Fund - Regular - Growth,-3.708449091738814e-05,0.010175747909309859,-0.05785304903735398
101206,2022-10-26,318.2966,0.0072387155939497,ABSL Frontline Equity Fund - Regular - Growth,0.00012510314905743965,0.010174075758196685,0.19519718262587238
101206,2022-10-27,318.1226,-0.0005466599391888,ABSL Frontline Equity Fund - Regular - Growth,4.455831016928297e-05,0.01015008642314262,0.06968819927310678
